,precision,recall,f1-score
mean_true_class,0.8128562141927823,0.6093363625478514,0.6390891057417631
mean_false_class,0.16545349420425978,0.5278419284595066,0.17637953900866382
mean_weighted,0.7320501918797063,0.5452697413479659,0.5658264815659849
