,precision,recall,f1-score,support
False,0.41968253968253966,1.0,0.5912343470483005,661.0
True,1.0,0.5140882509303561,0.6790730337078651,1881.0
accuracy,0.6404405979543666,0.6404405979543666,0.6404405979543666,0.6404405979543666
macro avg,0.7098412698412698,0.7570441254651781,0.6351536903780828,2542.0
weighted avg,0.8490991969827533,0.6404405979543666,0.65623221078026,2542.0
