,precision,recall,f1-score,support
False,0.0,0.0,0.0,194.0
True,0.9187264348554671,0.9501733102253033,0.9341853035143771,2308.0
accuracy,0.8764988009592326,0.8764988009592326,0.8764988009592326,0.8764988009592326
macro avg,0.45936321742773356,0.47508665511265163,0.46709265175718856,2502.0
weighted avg,0.8474902524566019,0.8764988009592326,0.8617504718270113,2502.0
