,precision,recall,f1-score
mean_true_class,0.8881324983141273,0.22849784442908672,0.2671596316193155
mean_false_class,0.3788638584819459,0.9395164591988524,0.45366958307555644
mean_weighted,0.867595482097559,0.4689485491023037,0.4612398000508841
